,axis-0,axis-1
171,238.5,1009.0
175,244.0,669.5
177,248.0,1295.5
179,249.0,651.0
249,359.0,717.0
250,360.0,1547.0
469,723.0,1439.0
471,725.0,147.0
665,996.0,167.0
667,997.0,274.5
668,999.0,414.0
670,1001.0,39.0
