,axis-0,axis-1
511,368.0,1133.0
518,373.0,469.0
520,375.6666666666667,562.0
526,378.0,697.0
531,379.0,1564.0
532,380.0,1252.5
534,382.5,323.0
535,382.0,777.0
538,383.0,713.0
554,396.0,1491.5
556,398.0,603.0
571,406.0,1235.0
574,409.0,275.5
576,412.5,125.0
578,412.0,1348.5
580,414.0,647.0
581,415.0,265.0
583,417.0,1217.0
590,420.0,53.0
595,421.0,679.0
597,421.0,1324.0
601,427.0,264.0
605,427.0,1531.5
606,429.5,277.0
608,430.0,611.5
616,436.0,627.5
617,436.0,1246.0
621,439.0,322.5
623,440.0,1313.0
631,446.2,441.8
635,447.0,1166.0
643,450.5,1226.0
647,451.0,622.0
649,453.0,455.0
652,454.0,1122.5
658,463.0,665.0
664,466.0,536.5
667,468.3333333333333,717.3333333333334
673,471.6666666666667,127.0
676,472.0,1102.0
678,473.0,1565.0
679,474.0,373.0
682,477.5,696.0
684,478.5,114.0
689,480.0,40.0
697,486.0,863.5
702,488.5,1489.0
707,493.0,72.0
717,496.0,493.5
722,497.0,1108.5
724,498.5,129.5
728,501.3333333333333,1347.3333333333333
731,502.5,1261.0
738,511.0,70.0
740,515.5,1141.0
756,525.0,721.0
758,526.3333333333334,1022.3333333333334
759,528.0,873.0
760,529.0,1088.0
773,542.0,373.0
779,546.6666666666666,386.6666666666667
787,548.0,885.0
791,551.0,1338.0
810,566.0,794.0
811,566.5,974.0
830,583.0,1397.0
834,584.5,1267.0
842,591.0,1343.0
843,593.0,257.5
849,596.0,23.5
852,598.0,142.0
860,602.5,954.0
864,604.5,264.0
865,604.3333333333334,1132.3333333333333
871,606.0,665.0
872,607.0,152.0
873,607.5,1131.0
877,609.0,1287.0
879,610.5,282.0
890,615.0,1087.0
892,616.5,798.0
896,618.5,95.0
897,619.0,1395.0
898,619.0,1398.0
899,619.5,1449.0
908,624.0,356.0
922,630.0,1318.0
924,632.0,1489.0
925,633.0,348.0
930,636.0,224.0
934,637.0,1224.0
935,638.0,527.0
944,641.5,416.0
947,642.0,306.0
952,644.5,464.5
954,644.5,796.0
955,644.0,1035.5
957,644.0,1377.0
958,645.0,700.0
960,647.0,173.0
964,649.0,922.0
967,651.0,412.0
985,658.0,417.5
986,658.6666666666666,1325.3333333333333
988,659.5,267.5
991,662.5,224.0
992,662.5,1012.0
996,663.0,1570.5
998,665.5,1087.0
1001,666.0,463.5
1011,670.0,258.0
1014,671.5,1322.0
1020,674.0,1444.5
1027,676.5,864.0
1028,677.0,266.0
1036,681.5,1086.0
1045,685.0,256.5
1046,685.5,461.0
1048,687.0,1087.0
1053,690.0,996.0
1060,693.5,426.0
1061,693.0,717.0
1064,694.0,1075.5
1067,697.5,216.0
1069,697.0,1490.0
1087,709.0,805.0
1093,712.0,7.0
1106,719.0,1115.5
1107,718.0,1367.0
1108,718.0,1552.0
1109,719.0,302.0
1110,720.0,304.5
1112,721.0,1501.5
1116,722.0,1595.0
1119,725.3333333333334,961.3333333333334
1124,729.0,135.5
1138,741.5,1589.0
1140,743.0,1549.3333333333333
1149,748.5,807.0
1150,750.5,969.5
1152,751.6666666666666,629.6666666666666
1155,753.5,30.0
1160,760.0,555.0
1161,761.0,22.5
1177,770.5,250.0
1185,773.5,1338.0
1188,777.5,686.0
1190,778.0,974.0
1197,784.0,531.0
1198,785.6666666666666,44.666666666666664
1205,786.0,1594.0
1207,788.0,1565.0
1217,797.0,439.0
1218,798.5,772.0
1224,801.0,765.0
1228,802.0,609.5
1230,803.5,881.0
1235,806.0,22.0
1249,815.0,8.0
1250,815.0,441.0
1257,819.5,399.0
1260,821.0,1136.5
1263,822.5,1283.0
1268,825.5,983.0
1269,826.0,898.0
1271,829.0,1069.0
1272,829.0,1497.0
1273,829.0,1556.0
1277,832.0,1479.0
1280,833.0,1281.0
1281,833.5,1556.0
1283,835.5,900.0
1284,835.0,1497.0
1287,837.0,1278.0
1290,840.0,1462.0
1291,841.0,493.5
1297,845.0,548.0
1300,846.0,1282.5
1310,850.5,259.0
1316,851.0,1022.5
1318,853.0,1235.0
1320,855.5,829.0
1324,860.5,478.0
1325,860.0,655.0
1327,862.5,317.0
1329,862.0,988.0
1330,863.0,17.0
1332,864.0,900.5
1333,865.0,20.0
1334,865.0,834.5
1352,883.5,333.0
1354,884.0,1256.0
1362,894.0,936.0
1364,896.0,197.0
1367,898.0,347.0
1368,898.0,493.5
1371,899.0,1151.0
1372,900.0,293.5
1373,901.0,199.0
1374,901.0,296.5
1376,902.0,1072.3333333333333
1377,902.0,490.0
1381,902.0,1433.0
1406,916.5,1497.0
1408,916.0,1576.0
1409,917.0,1564.0
1413,920.0,1217.0
1414,921.0,302.0
1417,921.0,1205.5
1419,922.0,554.0
1420,922.0,1471.5
1425,925.5,24.0
1435,936.0,1469.5
1439,939.0,1008.0
1441,941.0,99.0
1469,965.5,84.0
1470,965.0,669.0
1483,973.6666666666666,816.6666666666666
1486,975.0,1591.0
1492,978.0,966.0
1493,979.0,679.0
1501,984.0,1371.0
1506,988.0,705.0
1510,990.0,1194.0
1511,991.0,754.5
1515,993.0,623.0
1516,993.0,752.0
1517,995.0,752.0
1520,998.0,1105.0
1521,998.5,1551.0
1524,1007.5,749.0
1528,1010.0,697.5
1537,1015.0,1005.0
1540,1017.0,876.0
1542,1019.5,631.0
1545,1020.3333333333334,1224.3333333333333
1546,1021.0,123.0
1549,1024.0,450.5
1550,1026.5,634.0
1555,1028.5,1406.0
1558,1030.25,336.0
1561,1034.0,439.0
1563,1034.0,1402.0
1564,1035.0,693.0
1572,1045.5,916.0
1576,1047.5,197.0
1578,1048.0,548.5
1583,1052.0,1066.0
1585,1053.0,829.0
1586,1053.0,1005.0
1588,1054.5,286.0
1590,1057.0,82.0
1593,1058.0,231.0
1594,1060.0,1075.5
1610,1069.0,1100.0
1617,1072.0,1409.5
1629,1081.0,1591.0
1633,1084.5,1056.5
1641,1090.0,467.0
1643,1092.0,1105.0
1645,1093.5,1081.0
1653,1097.5,334.0
1662,1102.6666666666667,704.6666666666666
1666,1104.0,1547.0
1667,1105.0,195.0
1674,1108.0,1578.0
1675,1109.5,561.0
1680,1111.0,1141.0
1681,1111.0,1552.0
1685,1115.5,1071.0
1687,1115.5,1577.0
1695,1117.0,1561.0
1698,1118.5,847.0
1700,1122.0,957.0
1702,1123.5,1572.5
1704,1126.0,773.0
1709,1128.0,845.0
1716,1132.0,244.5
1719,1133.0,431.0
1722,1135.0,279.0
1726,1137.0,30.0
1763,1164.0,1564.0
1766,1166.5,1379.0
1770,1168.0,825.0
1773,1170.0,135.5
1781,1178.0,732.0
1784,1181.3333333333333,280.3333333333333
1787,1182.0,936.0
1788,1182.0,1190.5
1790,1184.0,849.5
1791,1185.0,1187.0
1795,1190.0,727.0
1807,1196.0,1531.5
1808,1197.0,178.0
