,label,centroid-0,centroid-1
0,1,97.96098859315589,78.55946768060836
1,2,21.17358934169279,139.30877742946709
2,3,32.17522171459285,308.79396219654217
3,4,10.554527162977868,472.16740442655936
4,5,47.89862601681591,574.805865062547
5,6,31.954946266189033,755.4856709837421
6,7,6.536734693877551,931.6428571428571
7,8,52.36784409257004,999.1608732315187
8,9,27.170779040754088,1111.6429165511506
9,10,94.03585532501724,1209.2791951357112
10,11,45.17416277258567,1321.2960475077882
11,12,34.340225179119756,1420.7156601842375
12,13,23.354731502536296,1540.6071366101103
13,14,128.32832402234638,893.4263687150838
14,15,174.66120815138282,393.8058847993346
15,16,115.04193528581077,219.21299195677534
16,17,123.03376930466267,1388.4899874381142
17,18,136.72209509280447,1550.5343673192644
18,19,158.00196257096798,808.8168500735964
19,20,128.22400410911996,588.7991667617852
20,21,147.91640815422113,1047.609073786838
21,22,166.5112863550861,706.3312834611489
22,23,177.12465902891435,309.75027277686854
23,24,257.7818776967713,125.07479045776918
24,25,250.95474947329853,1262.9967023907666
25,26,382.0854577626319,1532.2275378465167
26,27,280.0983809370125,1098.2167177666613
27,28,221.6457664006633,475.1883096693958
28,29,228.84896324222433,31.50895381715363
29,30,213.35654726952436,1375.337991779213
30,31,275.6238091488859,1189.9846468781986
31,32,282.52825900297995,619.2760745492196
32,33,320.64953299186504,756.4762880385658
33,34,287.1393489434609,1036.8273367599468
34,35,283.66318139097746,866.3796992481203
35,36,351.6141870983099,278.88521780528447
36,37,330.8982763492512,1449.7544504097202
37,38,337.7861924686192,516.0117154811716
38,39,364.33916599624564,1370.5164253150979
39,40,306.6552734375,1591.6484375
40,41,332.4244824482448,32.27632763276328
41,42,347.6347242608513,988.9389809184315
42,43,397.25132595847856,447.07304136990456
43,44,412.1897673858021,205.61871760877426
44,45,394.73515715948776,888.5913853317811
45,46,452.1275795990566,1299.4668337264152
46,47,424.6460552663196,1183.8132959551463
47,48,489.1558143177902,117.4931857344264
48,49,418.64956245027844,658.204189870061
49,50,436.5929535232384,958.3738130934532
50,51,485.8604820446457,429.69265609835
51,52,410.22100656455143,806.0590809628009
52,53,453.875221238938,10.065486725663717
53,54,521.5769180584551,1440.8779358037577
54,55,486.06756171502815,844.170059188682
55,56,454.5,1594.129213483146
56,57,488.46153846153845,560.8396206533192
57,58,482.1745049504951,619.3496287128713
58,59,500.33529411764704,1142.0155294117646
59,60,546.6664152282913,324.31840972622797
60,61,581.0295084309803,733.464132609317
61,62,532.8025003156964,38.4974112893042
62,63,572.2550301810866,1030.3030055331992
63,64,584.418100956193,1297.2658216588836
64,65,601.929667413121,524.6420336733847
65,66,608.0636986895773,1163.342011628916
66,67,662.0408913393062,199.77647599356766
67,68,610.1108445777112,933.5060469765117
68,69,668.1824101329051,32.694318080456696
69,70,698.6620566721987,286.7074804843568
70,71,683.5882551753274,659.7352767215885
71,72,630.3857827476038,1543.604233226837
72,73,679.8350224502886,847.7228992944194
73,74,723.1089003929395,365.9317657331753
74,75,638.2828847130523,1433.3133570340274
75,76,630.1202482544609,703.5934833204034
76,77,712.5311370754035,994.6853770175861
77,78,715.9711987127916,98.30008045052293
78,79,703.7503038235019,498.9193231747219
79,80,741.444009737437,1327.2882976873586
80,81,719.7375774161026,1120.6337318162177
81,82,693.6125827814569,1401.7814569536424
82,83,754.5171207341555,1499.102265557786
83,84,776.251804895228,1250.9163585138228
84,85,764.0163206528262,671.1300852034082
85,86,852.8152124517155,417.8415700977051
86,87,797.1421664092405,830.1373312739238
87,88,751.3924731182796,145.91756272401435
88,89,837.5633774702243,598.1088562113248
89,90,850.9690166456847,86.11735907119876
90,91,924.8478639308239,902.8102508490055
91,92,867.475284384695,500.25122371596
92,93,863.0791919575114,242.42147192716237
93,94,826.6176264863605,1048.1382606668221
94,95,844.3160891089109,1156.1482673267326
95,96,899.5719012471367,1578.7552812420463
96,97,947.5233378932968,1493.1545280437756
97,98,913.9659997871661,764.8807598169628
98,99,898.4764899451554,1238.0712248628886
99,100,886.0134801168276,1372.2239197184153
100,101,866.8143678160919,13.412068965517241
101,102,902.5372409326425,1001.8241580310881
102,103,893.6002570694087,1073.3528277634962
103,104,981.0335185408866,1114.7125256673512
104,105,955.2173581618208,42.709463138407926
105,106,966.878663410302,1392.263876554174
106,107,968.7228533415208,684.32555521441
107,108,1064.939794665774,339.8631291150541
108,109,1004.3391825495384,520.0756438637222
109,110,1028.7270463975858,260.5081101471143
110,111,1043.1303502867706,157.90610039342087
111,112,1036.077862229936,1238.2143156382788
112,113,1037.719702098849,1009.5757165425412
113,114,1104.6148512504444,1527.324285883608
114,115,1064.7836916234248,906.9108969607116
115,116,1094.7926371149513,611.23934742943
116,117,1112.758426966292,69.60461061604029
117,118,1110.5647094294113,1380.7454586568176
118,119,1109.5572552834026,759.7847731894951
119,120,1075.8290561113527,519.2909960852545
120,121,1138.752990380594,1151.0976160602258
121,122,1150.5370264881801,1008.1015380233551
122,123,1100.0436746987953,1586.707078313253
123,124,1142.3729793665395,412.5275331843869
124,125,1116.492695883134,942.6002656042497
125,126,1153.7024142990529,1284.687341603308
126,127,1163.544276689153,511.49951814969484
127,128,1163.0479186834464,15.371732817037755
128,129,1175.6973009907756,692.034335497096
129,130,1165.8264497288278,880.6495619524405
130,131,1177.5957174231332,201.7192532942899
131,132,1178.2723897911833,1477.1582366589328
