,label,centroid-0,centroid-1
0,1,36.88880688806888,53.78769987699877
1,2,13.003488372093024,127.72093023255815
2,3,69.82907555747997,165.83340549902576
3,4,16.36862147753237,243.1035795887281
4,5,20.65277777777778,483.9047270955166
5,6,37.292807944898286,635.3929200704789
6,7,41.04074784276126,749.8844678811122
7,8,44.1851712457659,844.7926232593151
8,9,37.083807078672294,939.9585549238951
9,10,31.504168982768206,1064.3797943301834
10,11,25.588465499485068,1198.8216271884655
11,12,49.475459317585305,1345.2469816272967
12,13,39.659574468085104,1470.7853427895982
13,14,44.45991952955741,308.5512225317239
14,15,78.87832005312085,1547.3308432934928
15,16,103.59051052221356,396.78030007794234
16,17,87.95203241406352,537.6967716638347
17,18,129.8661586557249,272.24257522469713
18,19,144.3499403341289,1139.0002386634844
19,20,116.44116773874319,1263.9291439881247
20,21,70.41420765027323,13.37377049180328
21,22,129.42053059273422,704.4261472275334
22,23,131.55486618004866,1451.1254257907542
23,24,112.74606741573034,971.0478519497686
24,25,131.81868665833682,76.13341663195891
25,26,139.12980516061086,846.4264086361243
26,27,139.56226126814363,1590.3896103896104
27,28,227.04165300098393,1411.945801902263
28,29,214.0185366810514,447.22597096900745
29,30,225.0817384625232,603.2698585418933
30,31,152.23825503355704,5.285234899328859
31,32,208.61564456813437,142.42421230493986
32,33,224.85139920045688,1537.1265562535693
33,34,198.62622367250074,1011.6128745179471
34,35,363.26452941703235,1075.8154562550371
35,36,237.89336205735827,746.7572371078497
36,37,209.27101925786755,22.02630342883983
37,38,254.05609114811568,1340.8422436459246
38,39,232.48409893992934,351.9429581019687
39,40,249.03839216696727,1204.6987889719144
40,41,265.5416490486258,500.8437632135307
41,42,263.1607212857703,251.03371226969816
42,43,319.3379222896477,182.47024726021195
43,44,281.60133060388944,31.519191402251792
44,45,331.737749423103,336.42731098140354
45,46,338.34392250807207,733.7649203207999
46,47,343.00068946497515,1263.669194704909
47,48,348.8594712525667,68.27117556468173
48,49,373.91740674955594,1532.8139090039622
49,50,352.2154722354058,864.3062411010916
50,51,374.93552010784094,532.8447539878679
51,52,434.12624718841914,432.1453947747852
52,53,390.28434349568806,622.7390987489372
53,54,366.77476996932927,1392.6936924923323
54,55,441.8536209553159,226.40642408439018
55,56,456.01244453019484,769.3430445687826
56,57,454.9550462325398,110.87330316742081
57,58,431.91103952422253,1374.7836699293769
58,59,502.7982518871673,336.8030989272944
59,60,558.8572410070177,997.2912106787064
60,61,552.9026974400092,686.464349120898
61,62,515.5477144324602,533.9854134565999
62,63,517.651257202724,1553.2662388685176
63,64,543.4207889793363,1468.3322479649341
64,65,537.1003592536795,1378.3421022134662
65,66,534.0340909090909,56.58495670995671
66,67,547.6044452161834,1103.4379232505644
67,68,613.3348720521826,868.7779729051681
68,69,539.4633991088479,225.5117759388924
69,70,619.0961426407179,148.00804102086005
70,71,614.7401965650749,1310.1727390052615
71,72,719.0791300796405,386.25311415152134
72,73,671.0834482027357,589.7005089598134
73,74,674.8500244259892,466.6246213971666
74,75,628.6977357017373,1168.4815537770837
75,76,628.5015124980099,253.4492915140901
76,77,677.5274393781181,1560.9986077271144
77,78,660.5343268373456,53.9885364921666
78,79,668.3552548374857,1453.4269634501075
79,80,649.6614699331849,806.2995545657016
80,81,706.7713812764392,736.9251425418429
81,82,724.5508457095709,1343.9409034653465
82,83,726.37559955725,1212.9385069487148
83,84,727.4493610004123,286.51284870138795
84,85,761.5060575466936,75.20532559313477
85,86,753.2569980163104,197.06017191977077
86,87,726.0068819481207,827.0116463737427
87,88,764.313425016372,1501.36712508186
88,89,785.9282711282711,943.6792792792793
