,label,centroid-0,centroid-1
0,1,37.95293898809524,129.2211681547619
1,2,29.072346501665873,223.4121846739648
2,3,22.018934911242603,348.79625246548324
3,4,22.35071254779284,472.89989572471325
4,5,52.2998788368336,698.7235460420032
5,6,32.45873925501433,864.3240687679083
6,7,13.485210171250648,940.3295277633628
7,8,12.947815533980583,1071.4350728155339
8,9,7.384083044982699,1163.7673010380622
9,10,12.614000972289743,1260.9397180359747
10,11,22.886229406279142,1413.0177183711533
11,12,10.357277882797732,1588.431001890359
12,13,37.183890183890185,787.1445221445222
13,14,53.09491652598012,624.6807353217032
14,15,72.41007591442374,534.0144927536232
15,16,55.21882414974954,28.154758766148166
16,17,69.98525010688329,1004.3155194527576
17,18,83.07124253102498,1327.0148613451815
18,19,69.0141265419817,1094.3412256267409
19,20,88.17032797029702,1182.1293316831684
20,21,48.393351800554015,1593.1412742382272
21,22,101.2911090742438,930.2601283226397
22,23,87.58685567010309,1252.6453608247423
23,24,74.98938679245283,409.3228773584906
24,25,110.87621127337246,1413.6581138255767
25,26,106.20028054862843,286.2378428927681
26,27,110.6143917963225,98.61651343705799
27,28,117.25094714053762,851.5944434421793
28,29,103.82632541133455,191.85740402193784
29,30,129.4748670440899,767.6471092811803
30,31,117.9644527595884,1509.1359526036795
31,32,139.36488946684005,375.1087126137841
32,33,151.54136776661883,473.4942611190818
33,34,141.80953557312253,1101.8559782608695
34,35,149.99435390735275,651.8845117413063
35,36,135.984496124031,1567.029715762274
36,37,174.75103969754252,996.6884688090737
37,38,186.48395721925132,561.6941844919786
38,39,173.93460721868365,1236.780042462845
39,40,189.2962218072116,77.25671598908202
40,41,180.3072176514585,210.17277486910996
41,42,198.13223714682724,1338.8209819360816
42,43,209.22338340953624,337.43647942521227
43,44,229.13225138121547,1488.534703038674
44,45,227.3895514866454,1423.2563413405005
45,46,210.78224929301717,1117.3060691755493
46,47,215.60611546972441,904.2852544759605
47,48,210.27506145861787,423.22589456432667
48,49,213.4304797742239,727.4619002822201
49,50,222.56950168602472,1547.2881228924691
50,51,226.4727681078046,819.7100879655624
51,52,226.57266526757607,1040.8864113326338
52,53,254.8209004818076,508.48463199867086
53,54,248.28041764329853,150.63285744726187
54,55,269.08282009724473,650.9894651539709
55,56,247.75662814411965,1253.1627011103558
56,57,250.2087254063302,1168.4873110921014
57,58,268.1156437807321,308.8011291203788
58,59,247.72434017595307,17.281036168132943
59,60,279.9753086419753,230.3184253435826
60,61,288.6959199384142,53.22966384398255
61,62,293.13423585059536,984.4053172402545
62,63,279.7745307167236,1337.6369453924915
63,64,307.3198677061186,595.987479329081
64,65,304.42765748031496,410.6509186351706
65,66,302.5674820750738,726.4713201180937
66,67,309.78005198180637,1101.4572774528915
67,68,309.66975308641975,888.9713403880071
68,69,313.5937258935459,805.7590640267421
69,70,329.1730972515856,1543.4075052854123
70,71,317.2559297218155,134.13909224011712
71,72,320.5732531930879,1235.6254695717505
72,73,332.5258501040944,1443.029840388619
73,74,353.68455366098294,479.45035105315947
74,75,361.4011441647597,562.8077803203661
75,76,369.42610627028876,331.6357423543482
76,77,360.1816158468729,224.15691075005563
77,78,359.8280913399397,1350.7949159844895
78,79,362.3588095238095,76.88166666666666
79,80,362.8333333333333,6.89247311827957
80,81,377.9441304347826,1056.515
81,82,383.8815812799149,1214.138627902854
82,83,375.879203539823,957.0066371681415
83,84,398.29060465116277,654.8682790697675
84,85,391.2766917293233,756.953007518797
85,86,402.6962121212121,844.71
86,87,401.2065145136273,429.89430534012854
87,88,402.64925840818887,1137.9126801754753
